Key,CompanyName,OperatingAs,Latitude,Longitude,FullAddress,FSA,PhoneNumber,FAXNumber,WebAddress,LineOfBusiness,FacilitySize,IsImporter,IsExporter,IsManufacturing,LocationType,UltimateParent,Immediate Parent,FiscalYear-End,Revenue,TotalEmployees,Employee Growth (%),EmployeesThisLocation,MarketValue,Year of Founding,PrimaryIndustry,PrimaryNAICS,,Cluster
188520,Baker Hughes Canada Company,Baker Petrolite,52.3260498,-112.7069168,"Stettler, Alberta, T0C 2L0",T0C,403-742-2716,403-742-1165,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,6663,No,No,No,BRANCH,Baker Hughes Incorporated,Baker Hughes Canada Company,,,,,12,,,Industrial Equipment Wholesalers,423830,42,Distribution and Electronic Commerce
188576,Distribution Now,,52.3260498,-112.7069168,"Stettler, Alberta, T0C 2L0",T0C,403-742-0700,,,SUPPLYING THE LEADING HEAD - CE FRANKLIN LTD.  CE Franklin Ltd. Is Canada's leading distributor of supplies to  the oil and gas drilling and production industry.  Through its 42  locations across Canada the Company sells pipe valves pumps  ...,3423,No,No,No,SINGLE_LOCATION,,,,0.86508,,,,,,Gas Stations,447190,44,Local Motor Vehicle Products and Services
188670,Kal Tire,,52.32647,-112.702651,"Stettler, Alberta, T0C 2L0",T0C,403-742-3311,403-742-3317,,Tire sales service repair.,4725,No,No,No,BRANCH,Kal Tire,Kal Tire,,,,,10,,,Tire Dealers,441320,44,Local Motor Vehicle Products and Services
188756,Newalta Corporation,,52.3260498,-112.7069168,"Stettler, Alberta, T0C 2L0",T0C,403-742-5414,403-742-6300,www.newalta.com,Newalta is a leading provider of innovative engineered environmental solutions that enable customers to reduce disposal enhance recycling and recover valuable resources from oil and gas exploration and production waste streams. We serve customers ...,5059,No,No,Yes,BRANCH,Newalta Corporation,Newalta Corporation,,,,,,,,Solid Waste Services & Recycling,562920,56,Environmental Services
188838,Weatherford Canada Partnership,ChemServ Products,52.3260498,-112.7069168,"Stettler, Alberta, T0C 2L0",T0C,780-955-6333,780-955-6323,,Weatherford International Ltd. is the fourth largest diversified upstream oilfield service company in the world.  Our broad portfolio of products and services offers everything for the life cycle of a well - from drilling evaluation completion ...,2142,No,No,Yes,BRANCH,Weatherford Canada Partnership,Weatherford Canada Partnership,,,,,1,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
188893,Lone Pine Resources Canada Ltd,,52.31854,-112.696431,"Stettler, Alberta, T0C 2L1",T0C,403-742-1164,,,,1001,No,No,No,SINGLE_LOCATION,,,,0.302778,1,,1,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
189036,MNP LLP,,52.32058334,-112.7394714,"Stettler, Alberta, T0C 2L2",T0C,403-742-1489,,www.mnptax.ca,MNP is one of the largest chartered accountancy and business consulting firms in Canada. For more than 65 years we have proudly served and responded to the needs of our clients in the public private and not-for-profit sectors. Through partner-led ...,1184,No,No,No,BRANCH,MNP LLP,MNP LLP,,,,,1,,,Accounting Services,541219,54,Local Commercial Services
189572,Stony Plain & District Chamber of Commerce,Chamber of Commerce,53.53570938,-114.0042114,"Stony Plain, Alberta, T7Z 1V5",T7Z,780-963-4545,780-963-4542,www.stonyplainchamber.ca,,8686,No,No,No,SINGLE_LOCATION,,,,1.97425,18,,18,,1958,Business & Professional Associations,813910,81,Local Community and Civic Organizations
189592,Emco Corporation,,53.54284,-113.976541,"Stony Plain, Alberta, T7Z 1V6",T7Z,780-968-0529,,www.emcobc.ca,ABS Pipe & Fittings Acrylics & Fibreglass Copper Pipe & Fittings Drains Faucets Fire Protection Fixtures Flush Valves & Institutional Brass Hand Showers Kitchen Sinks Pressure Pumps Parts & Supplies PVC Pipe & Fittings Rough Brass ...,1098,No,No,No,BRANCH,Hajoca Corporation,Emco Corporation,,,,,,,,Legal Services,541110,54,Local Commercial Services
189596,Ming Shine Co.,,53.54274,-113.990691,"Stony Plain, Alberta, T7Z 1V6",T7Z,780-963-3144,,www.mingshine.com,Chemical and service contract sales to auto dealerships throughout. Canadian Rights to a new auto scratch repair system. Hail damage repairs to auto's using paintless dent repair.,1184,No,No,No,SINGLE_LOCATION,,,,,1,,1,,,Car Washes,811192,81,Local Motor Vehicle Products and Services
189641,Starview Communications Ltd,,53.54227829,-113.9886017,"Stony Plain, Alberta, T7Z 1V7",T7Z,780-963-9463,780-963-4107,www.starview.ca,Retail provider of cellular satellite television and high-speed internet services.,3929,No,No,No,SINGLE_LOCATION,,,,0.544893,8,,8,,1997,Telecommunications Services,517919,51,Local Utilities
190035,Canadian Tire,,51.037496,-113.405239,"Strathmore, Alberta, T1P 0A2",T1P,403-934-9733,,www.canadiantire.ca,Automotive repairs/Parts/Accessories Sporting Goods Hardware.,1098,No,No,No,SINGLE_LOCATION,,,,0.115344,1,,1,,,Automotive Parts & Accessories Stores,441310,44,Local Motor Vehicle Products and Services
190127,Shell Canada Limited,Shell,51.04031,-113.377491,"Strathmore, Alberta, T1P 1B6",T1P,403-934-3298,,www.shell.ca,,2207,No,No,No,BRANCH,ROYAL DUTCH SHELL PLC,Shell Canada Limited,,,,,3,,,Gas Stations,447190,44,Local Motor Vehicle Products and Services
190265,Foothills Resource Services Inc,,51.031823,-113.385113,"Strathmore, Alberta, T1P 1J3",T1P,403-934-5840,,,,1378,No,No,No,SINGLE_LOCATION,,,,0.134249,1,,1,,,Wholesale Sector,423120,42,Distribution and Electronic Commerce
190368,Kal Tire,,51.04944992,-113.4000702,"Strathmore, Alberta, T1P 1K1",T1P,403-901-0100,,,Tire sales service repair.,1098,No,No,No,SINGLE_LOCATION,,,,0.115344,1,,1,,,Tire Dealers,441320,44,Local Motor Vehicle Products and Services
190404,EnCana Corporation,EnCana Cavalier Power Station,51.04944992,-113.4000702,"Strathmore, Alberta, T1P 1K3",T1P,403-901-1089,403-901-1093,www.encana.ca,Large international oil company involved in exploration and oil and gas production.,8159,No,No,No,BRANCH,EnCana Corporation,EnCana Corporation,,,,,17,,,"Electric Power Transmission, Distribution & Marketing",221122,22,Local Utilities
190619,EnCana Corporation,,51.04058456,-113.4087219,"Strathmore, Alberta, T1P 1W8",T1P,,,www.encana.ca,Large international oil company involved in exploration and oil and gas production.,6717,No,No,No,BRANCH,EnCana Corporation,EnCana Corporation,,,,,20,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
190808,ATCO Structures & Logistics Ltd,,53.6901741,-113.7306671,"Sturgeon County, Alberta, T8T 1T6",T8T,604-856-0711,604-856-0717,www.atcofrontec.com,"ATCO Structures & Logistics (ASL) is a diverse international company focused on:  •	Airfield services •	Camp accommodations and services   •	Remote site operations maintenance and management •	Logistics support in remote areas •	Modular ...",4015,No,No,No,BRANCH,ATCO Ltd,ATCO Structures & Logistics Ltd,,,,,,,,Wholesale Sector,423390,42,Distribution and Electronic Commerce
190826,Emco Corporation,Sumner Plumbing Supply,53.6901741,-113.7306671,"Sturgeon County, Alberta, T8T 1T6",T8T,902-564-1144,902-564-1175,www.emcobc.ca,ABS Pipe & Fittings Acrylics & Fibreglass Copper Pipe & Fittings Drains Faucets Fire Protection Fixtures Flush Valves & Institutional Brass Hand Showers Kitchen Sinks Pressure Pumps Parts & Supplies PVC Pipe & Fittings Rough Brass ...,3584,No,No,No,BRANCH,Hajoca Corporation,Emco Corporation,,,,,,,,"Electrical, Plumbing & Hardware Wholesalers",423720,42,Distribution and Electronic Commerce
191323,Kal Tire,,54.71678925,-115.4013977,"Swan Hills, Alberta, T0G 2C0",T0G,780-333-4563,780-333-4118,,Tire sales service repair.,1701,No,No,No,BRANCH,Kal Tire,Kal Tire,,,,,2,,,Tire Dealers,441320,44,Local Motor Vehicle Products and Services
191401,Canadian Tire,,52.310557,-114.06956,"Sylvan Lake, Alberta, T4S 0B6",T4S,403-887-0581,,www.canadiantire.ca,Automotive repairs/Parts/Accessories Sporting Goods Hardware.,1098,No,No,No,SINGLE_LOCATION,,,,0.115344,1,,1,,,Tire Dealers,441320,44,Local Motor Vehicle Products and Services
191413,Triple View Enterprises,,52.31389,-114.076001,"Sylvan Lake, Alberta, T4S 0C7",T4S,403-396-8013,,,Triple View Enterprises-1503316 ALBERTA LTD. is a Canadian owned & operated industrial design drafting organization which was established February 2004 in Calgary Alberta Canada & relocated February 2008 to Sylvan Lake Alberta Canada. At Triple ...,1184,No,No,No,SINGLE_LOCATION,,,,0.07897,1,,1,,,Architectural & Engineering Services,541340,54,Business Services
191430,On The Money Bookkeeping Services,,52.30537,-114.089541,"Sylvan Lake, Alberta, T4S 0G9",T4S,403-872-5959,,www.onthemoneybooks.ca,On The Money is a freelance professional bookkeeping service that works with small business owners to help cure their paperwork headaches and to enable time and financial savings. Some of the services that we offer are as follows... - Recording all ...,1184,No,No,No,SINGLE_LOCATION,,,,0.047382,1,,1,,,Accounting Services,541219,54,Local Commercial Services
191736,Shell Canada Limited,Sylvan Lake Shell,52.30997467,-114.0991974,"Sylvan Lake, Alberta, T4S 1R3",T4S,,,www.shell.ca,,4101,No,No,No,BRANCH,ROYAL DUTCH SHELL PLC,Shell Canada Limited,,,,,8,,,Gas Stations,447190,44,Local Motor Vehicle Products and Services
191925,Fountain Tire,,52.30984879,-114.0725632,"Sylvan Lake, Alberta, T4S 2J4",T4S,403-887-7744,,,Automotive repairs/Parts/Accessories Tires/Truck Parts Retreading.  Corporate Street Address: 8801 – 24th Street  Edmonton Alberta Canada  T6P 1L2   Mailing Address: P.O. Box 4530 Edmonton Alberta Canada T6E 5G4  Phone Numbers: ...,1098,No,No,No,SINGLE_LOCATION,,,,,1,,1,,,Tire Dealers,441320,44,Local Motor Vehicle Products and Services
191941,Spartek Systems Inc,,52.2868309,-113.9467621,"Sylvan Lake, Alberta, T4S 2J6",T4S,403-887-2443,403-887-4050,,Spartek Systems Inc. develops manufactures and markets high-tech surface and subsurface instrumentation for the worldwide petroleum industry.    The center for manufacturing and research and development is located in Sylvan Lake Alberta Canada. ...,31883,Yes,Yes,Yes,HEADQUARTERS,Spartek Systems Inc,Spartek Systems Inc,,10.02051,80,,48,,1994,"Control, Electromedical, Measuring & Navigational Instruments Manufacturing",334519,33,Information Technology and Analytical Instruments
192128,Baker Hughes Canada Company,Baker Pertrolite,49.79650116,-112.1380157,"Taber, Alberta, T1G 1K1",T1G,403-223-2764,403-223-1956,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,3757,No,No,No,BRANCH,Baker Hughes Incorporated,Baker Hughes Canada Company,,,,,8,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
192319,MNP LLP,,49.78520966,-112.1403275,"Taber, Alberta, T1G 1W6",T1G,403-223-3882,,www.mnptax.ca,MNP is one of the largest chartered accountancy and business consulting firms in Canada. For more than 65 years we have proudly served and responded to the needs of our clients in the public private and not-for-profit sectors. Through partner-led ...,1184,No,No,No,BRANCH,MNP LLP,MNP LLP,,,,,1,,,Accounting Services,541219,54,Local Commercial Services
192327,Gibson Energy ULC,CanWest Propane,49.78795624,-112.1311646,"Taber, Alberta, T1G 1W8",T1G,403-223-2015,,www.gibsonenergy.com,Transportation of oil and gas products by truck pipelines etc.  Member of :  Alberta Trucking Assoc. Alberta Trucking Industry Safety Assoc.,2766,No,No,No,BRANCH,Gibson Energy Inc,Gibson Energy ULC,,,,,3,,,Petroleum & Petroleum Products Wholesalers,424720,42,Distribution and Electronic Commerce
192603,Newalta Corporation,,49.79511642,-112.1477814,"Taber, Alberta, T1G 2E5",T1G,403-223-2659,403-223-8262,www.newalta.com,Newalta is a leading provider of innovative engineered environmental solutions that enable customers to reduce disposal enhance recycling and recover valuable resources from oil and gas exploration and production waste streams. We serve customers ...,4219,No,No,No,BRANCH,Newalta Corporation,Newalta Corporation,,,,,,,,Solid Waste Services & Recycling,562920,56,Environmental Services
192836,Wesco Distribution Canada LP,,54.15764618,-113.1258087,"Thorhild, Alberta, T0A 3J0",T0A,403-250-7025,,www.wesco.ca,International electrical wholesale distributor of North American and European standard materials,1378,No,No,No,BRANCH,"Wesco International, Inc.",Wesco Distribution Canada LP,,,,,,,,Electrical Products Wholesalers,423610,42,Distribution and Electronic Commerce
193071,Dow Chemical Canada ULC,,51.70701599,-113.2764282,"Three Hills, Alberta, T0M 2A0",T0M,780-998-8000,780-998-6730,www.dow.com,Large chemical manaufacture with operations in Alberta Ontario and Quebec.,112741,No,No,Yes,BRANCH,THE DOW CHEMICAL COMPANY,Dow Chemical Canada ULC,,,,,,,,Industrial Chemical Manufacturing,325180,32,Downstream Chemical Products
193312,Shippers Supply Inc,,51.70701599,-113.2764282,"Three Hills, Alberta, T0M 2A0",T0M,403-204-3699,403-204-3697,www.shipperssupply.com,Shippers Supply Inc. - 1996 Pinnacle Award Winner for  Entrepreneurial Achievement.  Shippers Supply Inc founded by President Ron Brown in 1975 has  quickly become known as a one-stop-shop for packaging supplies  labels and warehouse ...,4295,No,No,No,BRANCH,595140 Alberta Ltd,Shippers Supply Inc,,,,,,,,Wholesale Sector,424130,42,Distribution and Electronic Commerce
193963,Full Circle Adventures,,50.6746788,-114.2910843,"Turner Valley, Alberta, T0L 2A0",T0L,403-933-4432,,,Full Circle Adventures is an outdoor recreation and nature education company that teaches a deeper understanding of Nature through day hikes and weekend retreats.  Programs include Hiking Sacred Places Woman of Power Retreat Weekends Wildflower ...,1378,No,No,No,SINGLE_LOCATION,,,,0.0497511,,,,,,"Arts, Entertainment & Recreation Sector",713990,71,Hospitality and Tourism
194078,Environmental Metal Works Ltd,,53.71632,-111.741511,"Two Hills, Alberta, T0B 4K0",T0B,780-657-2035,780-657-2471,www.emworks.ca,Manufacture of environmental waste containers,35995,Yes,Yes,Yes,SINGLE_LOCATION,,,,19.956,47,,47,,1981,Fabricated Metal Product Manufacturing,332439,33,Downstream Metal Products
194348,Newalta Corporation,,55.06536865,-117.2818985,"Valleyview, Alberta, T0H 3N0",T0H,780-524-4336,780-524-2212,www.newalta.com,Newalta is a leading provider of innovative engineered environmental solutions that enable customers to reduce disposal enhance recycling and recover valuable resources from oil and gas exploration and production waste streams. We serve customers ...,2713,No,No,No,BRANCH,Newalta Corporation,Newalta Corporation,,,,,3,,,Solid Waste Services & Recycling,562920,56,Environmental Services
194405,Tervita Corporation,CCS Midstream Services,55.06536865,-117.2818985,"Valleyview, Alberta, T0H 3N0",T0H,780-524-3336,780-524-3957,,Tervita is a leading environmental solutions provider. Our integrated earth water waste and resource solutions deliver safe and efficient results through all phases of a project by minimizing impact maximizing returns.™ Our dedicated employees ...,5113,No,No,No,BRANCH,Tervita Corporation,Tervita Corporation,,,,,,,,Environmental Consulting Services,541620,54,Local Commercial Services
194795,Vegreville Accounting Services,,53.49613953,-112.0538483,"Vegreville, Alberta, T9C 1M1",T9C,780-632-4430,780-632-4440,www.vegrevilleaccounting.com,,2120,No,No,No,SINGLE_LOCATION,,,,0.094764,2,,2,,,Accounting Services,541219,54,Local Commercial Services
